time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
310.7934,-0.0082,0.9331,0.1971,22.9326,260.1262,314.2111
310.805,-0.0082,0.9332,0.1971,22.9089,260.1446,314.2747
310.8158,-0.0082,0.9332,0.1971,22.9089,260.1446,314.2747
310.8268,-0.0083,0.9333,0.1971,22.8933,260.0564,314.323
310.8382,-0.0083,0.9333,0.1971,22.8933,260.0564,314.323
310.8491,-0.0084,0.9333,0.1971,22.8997,259.946,314.2499
310.8607,-0.0085,0.9332,0.1972,22.8986,259.8498,314.1973
310.8715,-0.0085,0.9332,0.1972,22.8986,259.8498,314.1973
310.8826,-0.0086,0.9333,0.1971,22.8809,259.7625,314.2032
310.8935,-0.0086,0.9333,0.1971,22.8809,259.7625,314.2032
310.9051,-0.0085,0.9334,0.1971,22.858,259.7825,314.2754
310.9179,-0.0085,0.9334,0.1971,22.858,259.7825,314.2754
310.9277,-0.0085,0.9337,0.197,22.8205,259.7547,314.3924
310.9381,-0.0085,0.9337,0.197,22.8205,259.7547,314.3924
310.9491,-0.0085,0.9337,0.197,22.8092,259.7829,314.4235
310.961,-0.0085,0.9337,0.197,22.7919,259.8103,314.4429
310.9712,-0.0085,0.9337,0.197,22.7919,259.8103,314.4429
310.9826,-0.0083,0.9339,0.1969,22.7603,259.9348,314.5577
310.9937,-0.0083,0.9339,0.1969,22.7603,259.9348,314.5577
311.0048,-0.0078,0.9346,0.1967,22.6199,260.1697,314.888
311.0159,-0.0078,0.9346,0.1967,22.6199,260.1697,314.888
311.0268,-0.0072,0.9352,0.1967,22.2536,260.0208,315.0855
311.0383,-0.0072,0.9352,0.1967,22.2536,260.0208,315.0855
311.0491,-0.0065,0.9355,0.1969,22.0595,259.7459,315.058
311.0603,-0.0063,0.9355,0.1972,22.1765,260.0938,315.0684
311.0718,-0.0063,0.9355,0.1972,22.1765,260.0938,315.0684
311.0824,-0.0055,0.9362,0.1975,22.3149,260.7336,315.4843
311.0936,-0.0055,0.9362,0.1975,22.3149,260.7336,315.4843
311.1047,-0.0043,0.938,0.1981,21.6385,261.0472,316.0028
311.1164,-0.0043,0.938,0.1981,21.6385,261.0472,316.0028
311.127,-0.002,0.9406,0.1999,20.6161,263.1709,317.0875
311.138,-0.002,0.9406,0.1999,20.6161,263.1709,317.0875
311.1492,0.001,0.9431,0.2039,20.1607,266.3993,319.5994
311.1601,0.003,0.9442,0.2071,20.1618,268.6369,321.0053
311.1716,0.003,0.9442,0.2071,20.1618,268.6369,321.0053
311.1825,0.0077,0.9459,0.2145,20.1954,273.1476,323.137
311.1938,0.0077,0.9459,0.2145,20.1954,273.1476,323.137
311.2049,0.0133,0.9474,0.2223,19.848,276.7856,324.3425
311.2159,0.0133,0.9474,0.2223,19.848,276.7856,324.3425
311.2272,0.0193,0.948,0.2293,19.7782,279.355,324.8628
311.2381,0.0193,0.948,0.2293,19.7782,279.355,324.8628
311.2494,0.025,0.9476,0.2354,20.117,281.1622,324.9554
311.2602,0.0277,0.9472,0.2381,20.3923,282.1903,325.2348
311.2714,0.0277,0.9472,0.2381,20.3923,282.1903,325.2348
311.2828,0.0325,0.9465,0.2425,20.9737,284.0579,326.1694
311.2936,0.0325,0.9465,0.2425,20.9737,284.0579,326.1694
311.3055,0.0368,0.9456,0.2465,21.3198,285.6174,326.7271
311.3159,0.0368,0.9456,0.2465,21.3198,285.6174,326.7271
311.3269,0.0406,0.9444,0.2496,21.6439,286.5368,326.8497
311.338,0.0406,0.9444,0.2496,21.6439,286.5368,326.8497
311.3492,0.0438,0.9428,0.252,22.1571,287.3689,327.3096
311.3606,0.045,0.9419,0.2531,22.4448,287.8914,327.7278
311.3716,0.045,0.9419,0.2531,22.4448,287.8914,327.7278
311.3827,0.0473,0.9401,0.2552,23.1158,289.1062,328.6875
311.3936,0.0473,0.9401,0.2552,23.1158,289.1062,328.6875
311.4049,0.0489,0.9382,0.257,23.9315,290.2838,329.8954
311.4162,0.0489,0.9382,0.257,23.9315,290.2838,329.8954
311.4271,0.0503,0.9364,0.2587,24.7877,291.5652,331.0858
311.4382,0.0503,0.9364,0.2587,24.7877,291.5652,331.0858
311.4491,0.0516,0.935,0.2603,25.169,292.1347,331.298
311.4605,0.0522,0.9345,0.2611,25.1669,292.4027,331.1796
311.472,0.0522,0.9345,0.2611,25.1669,292.4027,331.1796
311.4825,0.0534,0.9339,0.2628,24.8397,292.8437,330.8547
311.4936,0.0534,0.9339,0.2628,24.8397,292.8437,330.8547
311.5046,0.0546,0.9336,0.2642,24.3523,293.2224,330.7299
311.5159,0.0546,0.9336,0.2642,24.3523,293.2224,330.7299
311.5271,0.0557,0.9333,0.2656,24.1928,293.478,330.4899
311.5384,0.0557,0.9333,0.2656,24.1928,293.478,330.4899
311.5492,0.057,0.9331,0.267,24.1812,293.7729,330.3252
311.5601,0.0576,0.9331,0.2676,24.1962,293.9819,330.3795
311.5715,0.0576,0.9331,0.2676,24.1962,293.9819,330.3795
311.5828,0.0589,0.9332,0.2689,24.2923,294.6244,330.7541
311.5936,0.0589,0.9332,0.2689,24.2923,294.6244,330.7541
311.6049,0.0602,0.9334,0.2701,24.3452,295.1118,330.8802
311.6158,0.0602,0.9334,0.2701,24.3452,295.1118,330.8802
311.627,0.0613,0.9338,0.2709,24.3416,295.2501,330.9005
311.638,0.0613,0.9338,0.2709,24.3416,295.2501,330.9005
311.649,0.0623,0.934,0.2715,24.3978,295.22,330.7687
311.6602,0.0627,0.9339,0.2718,24.5481,295.2487,330.7433
311.6716,0.0627,0.9339,0.2718,24.5481,295.2487,330.7433
311.6826,0.0635,0.9335,0.2722,24.9611,295.3875,330.9063
311.6934,0.0635,0.9335,0.2722,24.9611,295.3875,330.9063
311.7047,0.0643,0.9333,0.2727,25.2202,295.6323,331.3043
311.7157,0.0643,0.9333,0.2727,25.2202,295.6323,331.3043
311.7271,0.0651,0.9333,0.2733,25.1976,295.8328,331.5164
311.738,0.0651,0.9333,0.2733,25.1976,295.8328,331.5164
311.7493,0.066,0.933,0.274,25.0844,295.7535,331.1093
311.7604,0.0664,0.9326,0.2743,25.0968,295.6513,330.8549
311.7718,0.0664,0.9326,0.2743,25.0968,295.6513,330.8549
311.7826,0.0671,0.9318,0.2749,25.3092,295.6164,330.6506
311.7937,0.0671,0.9318,0.2749,25.3092,295.6164,330.6506
311.8058,0.0676,0.9308,0.2755,25.6031,295.8942,330.8762
311.8158,0.0676,0.9308,0.2755,25.6031,295.8942,330.8762
311.827,0.068,0.9301,0.276,25.7682,296.2307,331.2615
311.8384,0.068,0.9301,0.276,25.7682,296.2307,331.2615
311.8495,0.0684,0.9296,0.2764,25.7252,296.3808,331.245
311.8604,0.0686,0.9294,0.2765,25.6443,296.2764,330.96
311.8716,0.0686,0.9294,0.2765,25.6443,296.2764,330.96
311.8826,0.0689,0.9289,0.2766,25.661,296.0674,330.5297
311.8936,0.0689,0.9289,0.2766,25.661,296.0674,330.5297
311.9053,0.0688,0.929,0.2763,25.6785,296.062,330.6879
311.916,0.0688,0.929,0.2763,25.6785,296.062,330.6879
311.9269,0.0689,0.9289,0.2763,25.6646,296.0906,330.7199
311.9383,0.0689,0.9289,0.2763,25.6646,296.0906,330.7199
311.9494,0.0689,0.9288,0.2763,25.615,296.0774,330.6784
311.9602,0.0689,0.9287,0.2762,25.6219,296.0064,330.6153
311.9713,0.0689,0.9287,0.2762,25.6219,296.0064,330.6153
311.9828,0.0688,0.9287,0.2761,25.6554,295.876,330.5545
311.9946,0.0688,0.9287,0.2761,25.6554,295.876,330.5545
312.0049,0.0688,0.9288,0.276,25.6398,295.8744,330.5768
312.016,0.0688,0.9288,0.276,25.6398,295.8744,330.5768
312.027,0.0687,0.929,0.276,25.6027,295.9028,330.6415
312.0381,0.0687,0.929,0.276,25.6027,295.9028,330.6415
312.0491,0.0685,0.9293,0.276,25.5318,295.9713,330.6989
312.0603,0.0685,0.9293,0.276,25.5498,295.9648,330.678
312.0717,0.0685,0.9293,0.276,25.5498,295.9648,330.678
312.0828,0.0681,0.9293,0.2758,25.6549,295.9039,330.6664
312.0935,0.0681,0.9293,0.2758,25.6549,295.9039,330.6664
312.105,0.0676,0.9292,0.2754,25.7331,295.7488,330.6784
312.1158,0.0676,0.9292,0.2754,25.7331,295.7488,330.6784
312.127,0.0673,0.9293,0.2751,25.7415,295.6385,330.6843
312.1386,0.0673,0.9293,0.2751,25.7415,295.6385,330.6843
312.1493,0.0667,0.9294,0.2746,25.7416,295.4786,330.7873
312.1602,0.0665,0.9294,0.2745,25.7853,295.4161,330.797
312.1714,0.0665,0.9294,0.2745,25.7853,295.4161,330.797
312.1828,0.0662,0.9294,0.2743,25.954,295.3962,330.955
312.1935,0.0662,0.9294,0.2743,25.954,295.3962,330.955
312.2048,0.0662,0.9296,0.2742,26.0194,295.4757,331.0804
312.2158,0.0662,0.9296,0.2742,26.0194,295.4757,331.0804
312.2276,0.0662,0.9298,0.2742,25.943,295.4966,331.0181
