time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
320.8385,-0.0022,0.9343,0.1988,17.0921,260.6689,312.138
320.8497,-0.0021,0.9344,0.1987,17.0529,260.7559,312.1833
320.8607,-0.0021,0.9344,0.1987,17.0424,260.7858,312.1999
320.8726,-0.0021,0.9344,0.1987,17.0424,260.7858,312.1999
320.8843,-0.002,0.9344,0.1988,17.0151,260.8319,312.1872
320.8939,-0.002,0.9344,0.1988,17.0151,260.8319,312.1872
320.9053,-0.002,0.9343,0.1988,16.9894,260.8828,312.1637
320.9157,-0.002,0.9343,0.1988,16.9894,260.8828,312.1637
320.9268,-0.0019,0.9343,0.1989,16.9605,260.927,312.1559
320.938,-0.0019,0.9343,0.1989,16.9605,260.927,312.1559
320.9489,-0.0018,0.9343,0.1989,16.9235,260.9821,312.1804
320.961,-0.0018,0.9344,0.1989,16.9113,261.007,312.1962
320.9714,-0.0018,0.9344,0.1989,16.9113,261.007,312.1962
320.9832,-0.0016,0.9346,0.1989,16.8679,261.0494,312.2802
320.9936,-0.0016,0.9346,0.1989,16.8679,261.0494,312.2802
321.0052,-0.0011,0.9352,0.1989,16.6918,261.1743,312.6143
321.0161,-0.0011,0.9352,0.1989,16.6918,261.1743,312.6143
321.027,-0.0006,0.936,0.1988,16.4916,261.2523,313.0055
321.0381,-0.0006,0.936,0.1988,16.4916,261.2523,313.0055
321.0491,0.0002,0.9368,0.199,16.143,261.4115,313.486
321.0611,0.0007,0.9371,0.1991,16.1277,261.652,313.8445
321.0718,0.0007,0.9371,0.1991,16.1277,261.652,313.8445
321.0829,0.0021,0.9381,0.2,16.2749,262.6783,314.8546
321.0937,0.0021,0.9381,0.2,16.2749,262.6783,314.8546
321.1048,0.0046,0.9401,0.2021,15.5378,263.7698,315.1917
321.116,0.0046,0.9401,0.2021,15.5378,263.7698,315.1917
321.127,0.0082,0.9421,0.2066,15.2378,266.2847,316.5788
321.1381,0.0082,0.9421,0.2066,15.2378,266.2847,316.5788
321.1493,0.0135,0.9436,0.2135,15.1395,269.2268,317.5875
321.1604,0.0167,0.944,0.2175,15.0826,270.7209,317.8276
321.1716,0.0167,0.944,0.2175,15.0826,270.7209,317.8276
321.1824,0.0237,0.9442,0.2251,15.3249,273.5253,318.5019
321.1937,0.0237,0.9442,0.2251,15.3249,273.5253,318.5019
321.205,0.0308,0.9438,0.2319,15.9599,276.1663,319.3833
321.2165,0.0308,0.9438,0.2319,15.9599,276.1663,319.3833
321.2268,0.0384,0.9428,0.2381,16.2273,277.857,319.0516
321.2383,0.0384,0.9428,0.2381,16.2273,277.857,319.0516
321.2492,0.0458,0.9414,0.2433,16.6309,279.277,318.8494
321.2604,0.0493,0.9406,0.2456,16.9515,280.0169,319.0766
321.2715,0.0493,0.9406,0.2456,16.9515,280.0169,319.0766
321.2827,0.0559,0.9388,0.2494,17.8831,281.4167,319.8304
321.2936,0.0559,0.9388,0.2494,17.8831,281.4167,319.8304
321.3054,0.062,0.9369,0.253,18.8128,282.7582,320.5271
321.3159,0.062,0.9369,0.253,18.8128,282.7582,320.5271
321.3273,0.0674,0.9353,0.2559,19.4722,283.7889,320.9552
321.3382,0.0674,0.9353,0.2559,19.4722,283.7889,320.9552
321.3494,0.0722,0.934,0.2587,19.8423,284.5928,321.0316
321.3607,0.0743,0.9335,0.2598,20.0195,284.9485,321.0424
321.3716,0.0743,0.9335,0.2598,20.0195,284.9485,321.0424
321.3827,0.078,0.9327,0.2619,20.2444,285.5836,321.0724
321.3943,0.078,0.9327,0.2619,20.2444,285.5836,321.0724
321.4048,0.0809,0.9326,0.2633,20.0697,285.9797,320.8503
321.4159,0.0809,0.9326,0.2633,20.0697,285.9797,320.8503
321.4272,0.083,0.9326,0.2643,19.8368,286.1967,320.4931
321.4388,0.083,0.9326,0.2643,19.8368,286.1967,320.4931
321.4492,0.084,0.9325,0.2644,19.7446,286.1812,320.4172
321.4603,0.0842,0.9325,0.2643,19.7912,286.1378,320.5264
321.4713,0.0842,0.9325,0.2643,19.7912,286.1378,320.5264
321.4828,0.0843,0.9327,0.2642,19.8319,286.3194,320.8713
321.4938,0.0843,0.9327,0.2642,19.8319,286.3194,320.8713
321.5047,0.0841,0.9327,0.2641,19.7638,286.4086,320.7668
321.5162,0.0841,0.9327,0.2641,19.7638,286.4086,320.7668
321.527,0.0836,0.9325,0.2637,19.7982,286.1769,320.4986
321.5382,0.0836,0.9325,0.2637,19.7982,286.1769,320.4986
321.5493,0.0824,0.9326,0.2627,19.8672,285.8738,320.6812
321.5607,0.0818,0.9327,0.2624,19.8559,285.824,320.843
321.5717,0.0818,0.9327,0.2624,19.8559,285.824,320.843
321.5825,0.0807,0.9328,0.262,19.7863,285.7454,320.8196
321.5937,0.0807,0.9328,0.262,19.7863,285.7454,320.8196
321.6049,0.0797,0.9329,0.2616,19.6643,285.4692,320.7026
321.6163,0.0797,0.9329,0.2616,19.6643,285.4692,320.7026
321.6269,0.0788,0.9329,0.2614,19.6155,285.2129,320.6442
321.6385,0.0788,0.9329,0.2614,19.6155,285.2129,320.6442
321.6493,0.0782,0.9329,0.2614,19.6158,285.2035,320.6725
