time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
303.3934,0.0011,0.9289,0.2023,24.0297,265.8285,309.8394
303.4047,0.0012,0.9289,0.2023,24.023,265.8507,309.8404
303.4162,0.0012,0.9289,0.2023,24.023,265.8507,309.8404
303.4269,0.0012,0.9289,0.2023,24.019,265.8619,309.8513
303.4381,0.0012,0.9289,0.2023,24.019,265.8619,309.8513
303.4503,0.0012,0.929,0.2023,24.0274,265.8549,309.8712
303.4608,0.0011,0.929,0.2023,24.0372,265.8474,309.8868
303.4712,0.0011,0.929,0.2023,24.0372,265.8474,309.8868
303.4821,0.0011,0.929,0.2023,24.0461,265.8316,309.901
303.4934,0.0011,0.929,0.2023,24.0461,265.8316,309.901
303.5046,0.0011,0.929,0.2022,24.0582,265.8107,309.9221
303.5157,0.0011,0.929,0.2022,24.0582,265.8107,309.9221
303.5273,0.001,0.9291,0.2022,24.0535,265.8035,309.9281
303.538,0.001,0.9291,0.2022,24.0535,265.8035,309.9281
303.549,0.001,0.929,0.2022,24.0372,265.8057,309.9102
303.5601,0.001,0.929,0.2022,24.0231,265.8203,309.9065
303.572,0.001,0.929,0.2022,24.0231,265.8203,309.9065
303.5829,0.0011,0.9292,0.2022,23.9503,265.9396,309.9878
303.5942,0.0011,0.9292,0.2022,23.9503,265.9396,309.9878
303.6047,0.0012,0.9298,0.2023,23.7721,266.2493,310.3457
303.6158,0.0012,0.9298,0.2023,23.7721,266.2493,310.3457
303.6273,0.0015,0.9304,0.2022,23.6275,266.5432,310.6914
303.6379,0.0015,0.9304,0.2022,23.6275,266.5432,310.6914
303.6492,0.0018,0.9312,0.2022,23.6522,266.8371,311.1079
303.6606,0.002,0.9319,0.2022,23.6027,266.9865,311.4552
303.6711,0.002,0.9319,0.2022,23.6027,266.9865,311.4552
303.6824,0.0025,0.9335,0.2022,23.2893,267.3931,312.1809
303.6937,0.0025,0.9335,0.2022,23.2893,267.3931,312.1809
303.7045,0.0032,0.9353,0.2022,22.8763,267.9904,313.0976
303.7158,0.0032,0.9353,0.2022,22.8763,267.9904,313.0976
303.7266,0.0043,0.9372,0.2029,22.7155,269.1606,314.8705
303.7378,0.0043,0.9372,0.2029,22.7155,269.1606,314.8705
303.7489,0.0065,0.9389,0.2055,22.9653,271.2642,317.1
303.7601,0.0083,0.9398,0.2084,22.8711,272.7757,317.5742
303.7712,0.0083,0.9398,0.2084,22.8711,272.7757,317.5742
303.7823,0.0127,0.9418,0.2154,22.0781,275.7785,317.998
303.7936,0.0127,0.9418,0.2154,22.0781,275.7785,317.998
303.8046,0.0187,0.9437,0.2239,20.7717,278.2876,317.1222
303.8158,0.0187,0.9437,0.2239,20.7717,278.2876,317.1222
303.8267,0.0249,0.9448,0.2318,19.8245,280.3727,316.46
303.8379,0.0249,0.9448,0.2318,19.8245,280.3727,316.46
303.849,0.0309,0.9449,0.2387,19.7922,282.6686,317.0053
303.8602,0.0337,0.9446,0.2418,20.0795,283.8546,317.496
303.8712,0.0337,0.9446,0.2418,20.0795,283.8546,317.496
303.8824,0.0391,0.9433,0.2473,21.1524,286.0384,318.5984
303.8935,0.0391,0.9433,0.2473,21.1524,286.0384,318.5984
303.9057,0.0439,0.9418,0.2517,21.7613,287.2984,318.8298
303.9159,0.0439,0.9418,0.2517,21.7613,287.2984,318.8298
303.9269,0.0482,0.9406,0.2552,21.9694,287.8136,318.522
303.9379,0.0482,0.9406,0.2552,21.9694,287.8136,318.522
303.949,0.052,0.9394,0.258,22.1115,288.3574,318.4614
303.9602,0.0537,0.9389,0.2593,22.207,288.741,318.5933
303.9714,0.0537,0.9389,0.2593,22.207,288.741,318.5933
303.9824,0.0567,0.9379,0.2616,22.4366,289.6164,319.0056
303.9933,0.0567,0.9379,0.2616,22.4366,289.6164,319.0056
304.0053,0.059,0.9371,0.2634,22.7157,290.3344,319.4166
