timestamp,log_type,message
926.3873,Log,30
928.965,Log,30
931.665,Log,30
934.165,Log,30
936.7207,Log,30
939.3096,Log,30
942.543,Log,30
945.1653,Log,30
947.9652,Log,30
950.8876,Log,30
954.5432,Log,30
957.0211,Log,30
959.7875,Log,30
962.7877,Log,30
965.5654,Log,30
968.1875,Log,30
972.5212,Log,30
975.5101,Log,30
978.6657,Log,30
981.2211,Log,30
983.8878,Log,30
986.5101,Log,30
989.0657,Log,30
991.4214,Log,30
994.0215,Log,30
997.3214,Log,30
999.8436,Log,30
1002.244,Log,30
1004.644,Log,30
1007.122,Log,30
1010.41,Log,30
1012.966,Log,30
1017.488,Log,30
1020.31,Log,30
1023.188,Log,30
1025.866,Log,30
1028.644,Log,30
1031.388,Log,30
1034.222,Log,30
1037.022,Log,30
1039.722,Log,30
1043.11,Log,30
1045.811,Log,30
1048.466,Log,30
1051.166,Log,30
1053.922,Log,30
1056.622,Log,30
1059.144,Log,30
1061.611,Log,30
1064.222,Log,30
1066.989,Log,30
1069.689,Log,30
1072.411,Log,30
1074.911,Log,30
1077.366,Log,30
1080.011,Log,30
1082.6,Log,30
1085.267,Log,30
1087.9,Log,30
1090.466,Log,30
1093.089,Log,show instruction = false  doing nothing
1093.089,Log,-30
1096.389,Log,-30
1099.689,Log,-30
1102.989,Log,-30
1106.345,Log,-30
1109.544,Log,-30
1112.545,Log,-30
1115.9,Log,-30
1119.423,Log,-30
1122.289,Log,-30
1124.989,Log,-30
1127.745,Log,-30
1130.545,Log,show instruction = false  doing nothing
1130.545,Log,0
1133.267,Log,0
1136.845,Log,0
1139.523,Log,0
1142.045,Log,0
1145.489,Log,0
1148.289,Log,0
1151.145,Log,0
1153.79,Log,0
1156.39,Log,0
1158.901,Log,0
1162.145,Log,0
1164.801,Log,0
1168.123,Log,0
1170.501,Log,0
1173.29,Log,0
1175.901,Log,0
1178.767,Log,0
1181.268,Log,0
1183.768,Log,0
