time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
231.3022,-0.0171,0.8945,0.2039,8.6252,339.0089,351.0488
231.3131,-0.0171,0.8945,0.2039,8.6252,339.0089,351.0488
231.3245,-0.0172,0.8944,0.2039,8.6722,338.9598,351.0181
231.3353,-0.0172,0.8944,0.2039,8.6722,338.9598,351.0181
231.3464,-0.0171,0.8944,0.2039,8.6732,338.9975,351.0107
231.3574,-0.0171,0.8944,0.2039,8.6732,338.9975,351.0107
231.3687,-0.017,0.8945,0.2038,8.6435,339.0134,350.9388
231.3796,-0.017,0.8945,0.2038,8.6435,339.0134,350.9388
231.3908,-0.0168,0.8947,0.2037,8.6201,338.9983,350.846
231.4018,-0.0168,0.8947,0.2037,8.6454,338.9895,350.811
231.413,-0.0168,0.8947,0.2037,8.6454,338.9895,350.811
231.4241,-0.0162,0.8952,0.2037,8.8876,338.8003,350.5564
231.4352,-0.0162,0.8952,0.2037,8.8876,338.8003,350.5564
231.4464,-0.0149,0.8963,0.204,9.1053,338.3247,349.8517
231.4576,-0.0149,0.8963,0.204,9.1053,338.3247,349.8517
231.4686,-0.013,0.8975,0.2053,9.3413,337.9297,349.2639
231.4797,-0.013,0.8975,0.2053,9.3413,337.9297,349.2639
231.4911,-0.0102,0.8982,0.2081,9.5645,337.8527,348.7344
231.502,-0.0082,0.8987,0.2101,9.3401,338.4325,349.1629
231.5131,-0.0082,0.8987,0.2101,9.3401,338.4325,349.1629
231.5242,-0.0029,0.9,0.2154,8.891,340.1874,349.2639
231.5354,-0.0029,0.9,0.2154,8.891,340.1874,349.2639
231.5464,0.0039,0.9012,0.2223,8.8029,341.9927,348.3625
231.5576,0.0039,0.9012,0.2223,8.8029,341.9927,348.3625
231.5686,0.0112,0.9022,0.2299,9.0845,343.7473,347.649
231.5797,0.0112,0.9022,0.2299,9.0845,343.7473,347.649
231.5909,0.0186,0.9029,0.2376,9.3244,345.2205,347.0699
231.6019,0.0223,0.903,0.2414,9.4356,346.0056,346.8054
231.6133,0.0223,0.903,0.2414,9.4356,346.0056,346.8054
231.6244,0.0293,0.9031,0.249,9.8095,347.5397,346.5528
231.6353,0.0293,0.9031,0.249,9.8095,347.5397,346.5528
231.6465,0.0354,0.9029,0.2562,10.0879,348.8369,346.4795
231.6575,0.0354,0.9029,0.2562,10.0879,348.8369,346.4795
231.6686,0.0407,0.9023,0.2631,10.2251,350.0279,346.5859
231.6797,0.0407,0.9023,0.2631,10.2251,350.0279,346.5859
231.6909,0.0452,0.9013,0.2697,10.2614,351.0049,346.7986
231.702,0.0474,0.9006,0.2728,10.4353,351.4154,346.57
231.7132,0.0474,0.9006,0.2728,10.4353,351.4154,346.57
231.7242,0.0515,0.899,0.2786,10.9891,352.0842,345.4861
231.7353,0.0515,0.899,0.2786,10.9891,352.0842,345.4861
231.7464,0.0542,0.8971,0.2833,11.4024,352.4828,345.0844
231.7579,0.0542,0.8971,0.2833,11.4024,352.4828,345.0844
231.7688,0.0555,0.8951,0.2869,11.4394,352.7675,345.4531
231.7799,0.0555,0.8951,0.2869,11.4394,352.7675,345.4531
231.7908,0.0564,0.8932,0.2899,11.4242,353.3156,346.0031
231.8019,0.0568,0.8923,0.2914,11.5775,353.6152,346.0817
231.813,0.0568,0.8923,0.2914,11.5775,353.6152,346.0817
231.8242,0.0573,0.8908,0.294,12.0446,354.1078,346.0817
231.8351,0.0573,0.8908,0.294,12.0446,354.1078,346.0817
231.8465,0.0574,0.8898,0.296,12.3366,354.0737,346.056
231.8575,0.0574,0.8898,0.296,12.3366,354.0737,346.056
231.8686,0.0572,0.8899,0.2974,12.009,353.7419,345.9459
231.88,0.057,0.8903,0.2979,11.6251,353.6199,345.997
231.8909,0.057,0.8903,0.2979,11.6251,353.6199,345.997
231.9019,0.0567,0.891,0.2988,10.8862,353.672,346.2689
231.9131,0.0567,0.891,0.2988,10.8862,353.672,346.2689
231.9243,0.0567,0.892,0.2996,10.3988,353.8953,346.4744
231.9352,0.0567,0.892,0.2996,10.3988,353.8953,346.4744
231.9464,0.0569,0.8932,0.3,9.8861,354.0251,346.4272
231.9579,0.0569,0.8932,0.3,9.8861,354.0251,346.4272
231.9686,0.0568,0.8947,0.3001,9.1667,354.2902,346.6183
231.9798,0.0568,0.8947,0.3001,9.1667,354.2902,346.6183
231.9908,0.0564,0.8961,0.2996,8.1386,354.2812,347.1472
232.002,0.0561,0.8968,0.2994,7.618,354.347,347.4788
232.0132,0.0561,0.8968,0.2994,7.618,354.347,347.4788
232.0242,0.0558,0.8978,0.2989,6.9587,354.1924,347.8457
232.0354,0.0558,0.8978,0.2989,6.9587,354.1924,347.8457
232.0464,0.0561,0.8983,0.2987,6.9423,354.0444,347.5881
232.0575,0.0561,0.8983,0.2987,6.9423,354.0444,347.5881
232.0686,0.0562,0.8982,0.2989,7.2503,354.1093,347.3801
232.0801,0.0563,0.8982,0.2989,7.32,354.1574,347.3916
232.0909,0.0563,0.8982,0.2989,7.32,354.1574,347.3916
232.1019,0.0562,0.8983,0.299,7.3324,354.1619,347.3587
232.113,0.0562,0.8983,0.299,7.3324,354.1619,347.3587
232.1241,0.056,0.8981,0.2992,7.5347,353.9707,347.1704
232.1353,0.056,0.8981,0.2992,7.5347,353.9707,347.1704
232.1464,0.0557,0.8978,0.2994,7.6273,353.8201,347.1318
232.1575,0.0557,0.8978,0.2994,7.6273,353.8201,347.1318
232.1685,0.0557,0.8977,0.2997,7.6013,354.0041,347.2935
232.1797,0.0557,0.8977,0.2997,7.6013,354.0041,347.2935
232.1909,0.0557,0.8976,0.3004,7.4729,354.4278,347.574
232.202,0.0558,0.8976,0.3007,7.4455,354.4471,347.6042
232.2131,0.0558,0.8976,0.3007,7.4455,354.4471,347.6042
232.2242,0.0559,0.8976,0.3009,7.5478,354.3462,347.4774
232.2353,0.0559,0.8976,0.3009,7.5478,354.3462,347.4774
232.2464,0.0561,0.8977,0.3017,7.5777,354.3444,347.3475
232.2576,0.0561,0.8977,0.3017,7.5777,354.3444,347.3475
232.2688,0.0563,0.8978,0.3026,7.4516,354.626,347.4933
232.2797,0.0563,0.8978,0.3026,7.4516,354.626,347.4933
232.291,0.0564,0.8977,0.3033,7.4308,354.9094,347.7755
232.3022,0.0564,0.8977,0.3036,7.3939,354.9873,347.8715
232.3132,0.0564,0.8977,0.3036,7.3939,354.9873,347.8715
232.3244,0.0563,0.8978,0.3041,7.2196,355.0435,347.9518
232.3353,0.0563,0.8978,0.3041,7.2196,355.0435,347.9518
232.3465,0.0561,0.8979,0.3046,7.0167,354.9519,347.9612
232.3575,0.0561,0.8979,0.3046,7.0167,354.9519,347.9612
232.3687,0.056,0.898,0.3051,7.027,354.6539,347.7689
232.3798,0.056,0.898,0.3051,7.027,354.6539,347.7689
232.391,0.0559,0.8981,0.3055,7.1746,354.5488,347.6639
232.4023,0.0559,0.8981,0.3057,7.2025,354.5748,347.6154
232.4131,0.0559,0.8981,0.3057,7.2025,354.5748,347.6154
232.4244,0.0559,0.8981,0.3061,7.2823,354.6936,347.6021
232.4352,0.0559,0.8981,0.3061,7.2823,354.6936,347.6021
232.4469,0.0559,0.8983,0.3064,7.2275,354.849,347.5674
232.4578,0.0559,0.8983,0.3064,7.2275,354.849,347.5674
232.4686,0.0557,0.8984,0.3065,7.2626,354.7851,347.6416
232.4799,0.0557,0.8984,0.3065,7.2626,354.7851,347.6416
232.491,0.0555,0.8987,0.3068,7.2519,354.6758,347.5772
232.502,0.0554,0.899,0.3069,7.2568,354.6257,347.4935
232.5131,0.0554,0.899,0.3069,7.2568,354.6257,347.4935
232.5242,0.0553,0.8992,0.3069,7.237,354.6477,347.4829
232.5353,0.0553,0.8992,0.3069,7.237,354.6477,347.4829
