time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
800.4971,-0.0025,0.9017,0.1982,4.6831,315.2966,357.8453
800.5082,-0.0023,0.9017,0.1987,4.7393,315.2583,357.6294
800.5194,-0.0023,0.9017,0.1987,4.7393,315.2583,357.6294
800.5304,-0.002,0.9017,0.1994,4.8176,315.2088,357.2501
800.5414,-0.0019,0.9016,0.1996,4.8625,315.1958,357.1471
800.5526,-0.0019,0.9016,0.1996,4.8625,315.1958,357.1471
800.5636,-0.0019,0.9015,0.2001,4.8771,315.2182,356.9896
800.5749,-0.0019,0.9015,0.2001,4.8771,315.2182,356.9896
800.5858,-0.002,0.9014,0.2002,4.8442,315.3009,357.0651
800.5972,-0.002,0.9014,0.2002,4.8442,315.3009,357.0651
800.6081,-0.0022,0.9013,0.2004,4.7653,315.352,357.1603
800.6195,-0.0022,0.9013,0.2004,4.7653,315.352,357.1603
800.6305,-0.0026,0.9013,0.2007,4.6836,315.5241,357.2676
800.6416,-0.0028,0.9014,0.201,4.7105,315.7091,357.2887
800.6525,-0.0028,0.9014,0.201,4.7105,315.7091,357.2887
800.6636,-0.0036,0.9019,0.2016,4.9756,316.2653,357.3988
800.6749,-0.0036,0.9019,0.2016,4.9756,316.2653,357.3988
800.686,-0.0051,0.9026,0.2023,5.4287,316.7107,357.8798
800.6969,-0.0051,0.9026,0.2023,5.4287,316.7107,357.8798
800.7082,-0.0072,0.9039,0.2034,5.7866,316.8669,358.3544
800.7192,-0.0072,0.9039,0.2034,5.7866,316.8669,358.3544
800.7305,-0.0091,0.9063,0.2053,5.3267,316.7634,356.6642
800.7414,-0.0103,0.9077,0.2065,4.8251,316.448,355.2735
800.7527,-0.0103,0.9077,0.2065,4.8251,316.448,355.2735
800.7635,-0.0139,0.9097,0.2086,4.2179,315.7483,353.5088
800.7747,-0.0139,0.9097,0.2086,4.2179,315.7483,353.5088
800.7859,-0.0196,0.9107,0.2108,4.6402,315.7337,354.5
800.7969,-0.0196,0.9107,0.2108,4.6402,315.7337,354.5
800.8083,-0.0259,0.9115,0.2141,4.5672,315.957,356.2596
800.8196,-0.0259,0.9115,0.2141,4.5672,315.957,356.2596
800.8304,-0.0317,0.9123,0.2184,4.2035,316.7664,357.3004
800.8416,-0.0347,0.9126,0.2211,4.1877,317.4565,357.6864
800.8525,-0.0347,0.9126,0.2211,4.1877,317.4565,357.6864
800.8636,-0.0408,0.9128,0.2266,4.5713,318.6045,358.284
800.8748,-0.0408,0.9128,0.2266,4.5713,318.6045,358.284
800.8862,-0.047,0.9122,0.2321,5.4306,319.1562,358.5775
800.897,-0.047,0.9122,0.2321,5.4306,319.1562,358.5775
800.9081,-0.0532,0.911,0.2373,6.7828,319.3395,359.2141
800.9193,-0.0532,0.911,0.2373,6.7828,319.3395,359.2141
800.9302,-0.0587,0.9101,0.2424,7.4376,319.2993,359.7548
800.9413,-0.0612,0.9098,0.2451,7.4959,319.3251,359.7177
800.9525,-0.0612,0.9098,0.2451,7.4959,319.3251,359.7177
800.9635,-0.0657,0.9091,0.2506,7.657,319.8026,359.5705
800.975,-0.0657,0.9091,0.2506,7.657,319.8026,359.5705
800.9861,-0.0695,0.9081,0.2558,8.2855,320.5436,359.4215
800.9971,-0.0695,0.9081,0.2558,8.2855,320.5436,359.4215
801.0082,-0.073,0.907,0.2601,9.1858,320.7755,359.0063
801.0193,-0.073,0.907,0.2601,9.1858,320.7755,359.0063
801.0304,-0.0763,0.906,0.2637,9.8701,320.4325,358.4822
801.0416,-0.0777,0.9055,0.2651,9.9699,320.073,358.2246
801.0527,-0.0777,0.9055,0.2651,9.9699,320.073,358.2246
801.064,-0.0804,0.9048,0.268,10.217,319.8251,358.3251
801.0749,-0.0804,0.9048,0.268,10.217,319.8251,358.3251
801.0859,-0.0825,0.9042,0.2709,9.7548,320.3555,358.7992
801.0969,-0.0825,0.9042,0.2709,9.7548,320.3555,358.7992
801.1085,-0.084,0.9036,0.2738,9.4008,321.2256,359.1455
801.1192,-0.084,0.9036,0.2738,9.4008,321.2256,359.1455
801.1304,-0.085,0.9031,0.2767,9.5876,321.825,358.9235
801.1417,-0.0854,0.9029,0.2779,9.7865,321.9607,358.5925
801.1526,-0.0854,0.9029,0.2779,9.7865,321.9607,358.5925
801.1636,-0.0857,0.9026,0.2801,10.2037,321.9941,357.7718
801.1747,-0.0857,0.9026,0.2801,10.2037,321.9941,357.7718
801.1861,-0.0859,0.9027,0.2821,10.1547,322.2574,357.4206
801.197,-0.0859,0.9027,0.2821,10.1547,322.2574,357.4206
801.2083,-0.0858,0.9027,0.2836,9.5949,322.7599,357.7002
801.2194,-0.0858,0.9027,0.2836,9.5949,322.7599,357.7002
801.2303,-0.0857,0.9025,0.2852,9.4303,323.3228,358.1152
801.2416,-0.0855,0.9024,0.2859,9.5264,323.5495,358.1006
801.2527,-0.0855,0.9024,0.2859,9.5264,323.5495,358.1006
801.2637,-0.0849,0.902,0.2874,9.933,323.7695,357.4634
