directory,experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,test_to_log,cursor_visibility,rotation,trial_type,target_angle,example_object_movement_filename
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,149,4,5,668.1401,670.8621,A,False,0,clamped_1,140,example_object_movement_T149.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,150,4,6,670.8621,673.5847,A,False,0,clamped_1,130,example_object_movement_T150.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,151,4,7,673.5847,676.2065,A,False,0,clamped_1,130,example_object_movement_T151.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,152,4,8,676.2065,678.8067,A,False,0,clamped_1,140,example_object_movement_T152.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,153,4,9,678.8067,681.4624,A,False,0,clamped_1,140,example_object_movement_T153.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,154,4,10,681.4624,684.1846,A,False,0,clamped_1,130,example_object_movement_T154.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,155,4,11,684.1846,686.8848,A,False,0,clamped_1,140,example_object_movement_T155.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,156,4,12,686.8848,689.5403,A,False,0,clamped_1,130,example_object_movement_T156.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,157,4,13,689.5403,692.2291,A,False,0,clamped_1,140,example_object_movement_T157.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,158,4,14,692.2291,694.7291,A,False,0,clamped_1,130,example_object_movement_T158.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,159,4,15,694.7291,697.3401,A,False,0,clamped_1,140,example_object_movement_T159.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,160,4,16,697.3401,699.9404,A,False,0,clamped_1,130,example_object_movement_T160.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,161,4,17,699.9404,702.4404,A,False,0,clamped_1,140,example_object_movement_T161.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,162,4,18,702.4404,705.0292,A,False,0,clamped_1,130,example_object_movement_T162.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,163,4,19,705.0292,707.4626,A,False,0,clamped_1,140,example_object_movement_T163.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,164,4,20,707.4626,709.985,A,False,0,clamped_1,130,example_object_movement_T164.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,165,5,1,709.985,736.7852,A,True,0,aligned_2,50,example_object_movement_T165.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,166,5,2,736.7852,739.7411,A,True,0,aligned_2,40,example_object_movement_T166.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,167,5,3,739.7411,742.6852,A,True,0,aligned_2,40,example_object_movement_T167.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,168,5,4,742.6852,745.5853,A,True,0,aligned_2,50,example_object_movement_T168.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,169,5,5,745.5853,748.2408,A,True,0,aligned_2,50,example_object_movement_T169.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,170,5,6,748.2408,750.9854,A,True,0,aligned_2,40,example_object_movement_T170.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,171,5,7,750.9854,753.6409,A,True,0,aligned_2,40,example_object_movement_T171.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,172,5,8,753.6409,756.2299,A,True,0,aligned_2,50,example_object_movement_T172.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,173,5,9,756.2299,758.9857,A,True,0,aligned_2,50,example_object_movement_T173.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,174,5,10,758.9857,761.7409,A,True,0,aligned_2,40,example_object_movement_T174.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,175,5,11,761.7409,764.4855,A,True,0,aligned_2,40,example_object_movement_T175.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,176,5,12,764.4855,767.1633,A,True,0,aligned_2,50,example_object_movement_T176.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,177,5,13,767.1633,769.6634,A,True,0,aligned_2,50,example_object_movement_T177.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,178,5,14,769.6634,772.2302,A,True,0,aligned_2,40,example_object_movement_T178.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,179,5,15,772.2302,774.9413,A,True,0,aligned_2,50,example_object_movement_T179.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,180,5,16,774.9413,777.6301,A,True,0,aligned_2,40,example_object_movement_T180.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,181,5,17,777.6301,780.1856,A,True,0,aligned_2,50,example_object_movement_T181.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,182,5,18,780.1856,783.1414,A,True,0,aligned_2,40,example_object_movement_T182.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,183,5,19,783.1414,785.608,A,True,0,aligned_2,50,example_object_movement_T183.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,184,5,20,785.608,788.2414,A,True,0,aligned_2,40,example_object_movement_T184.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,185,5,21,788.2414,791.0303,A,True,0,aligned_2,50,example_object_movement_T185.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,186,5,22,791.0303,793.6082,A,True,0,aligned_2,40,example_object_movement_T186.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,187,5,23,793.6082,796.3304,A,True,0,aligned_2,50,example_object_movement_T187.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,188,5,24,796.3304,799.0859,A,True,0,aligned_2,40,example_object_movement_T188.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,189,5,25,799.0859,801.8082,A,True,0,aligned_2,50,example_object_movement_T189.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,190,5,26,801.8082,804.5414,A,True,0,aligned_2,40,example_object_movement_T190.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,191,5,27,804.5414,807.1413,A,True,0,aligned_2,50,example_object_movement_T191.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,192,5,28,807.1413,809.9639,A,True,0,aligned_2,40,example_object_movement_T192.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,193,5,29,809.9639,812.7307,A,True,0,aligned_2,50,example_object_movement_T193.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,194,5,30,812.7307,815.4305,A,True,0,aligned_2,40,example_object_movement_T194.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,195,5,31,815.4305,817.9303,A,True,0,aligned_2,50,example_object_movement_T195.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,196,5,32,817.9303,820.5303,A,True,0,aligned_2,40,example_object_movement_T196.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,197,6,1,820.5303,823.0082,A,True,30,rotated_2_1,50,example_object_movement_T197.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,198,6,2,823.0082,826.6416,A,True,30,rotated_2_1,40,example_object_movement_T198.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,199,6,3,826.6416,829.3306,A,True,30,rotated_2_1,50,example_object_movement_T199.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,200,6,4,829.3306,832.0084,A,True,30,rotated_2_1,40,example_object_movement_T200.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,201,6,5,832.0084,834.5416,A,True,30,rotated_2_1,50,example_object_movement_T201.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,202,6,6,834.5416,837.2085,A,True,30,rotated_2_1,40,example_object_movement_T202.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,203,6,7,837.2085,839.7308,A,True,30,rotated_2_1,40,example_object_movement_T203.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,204,6,8,839.7308,842.2641,A,True,30,rotated_2_1,50,example_object_movement_T204.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,205,6,9,842.2641,844.9308,A,True,30,rotated_2_1,50,example_object_movement_T205.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,206,6,10,844.9308,847.7308,A,True,30,rotated_2_1,40,example_object_movement_T206.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,207,6,11,847.7308,850.4308,A,True,30,rotated_2_1,50,example_object_movement_T207.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,208,6,12,850.4308,853.0865,A,True,30,rotated_2_1,40,example_object_movement_T208.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,209,6,13,853.0865,855.8311,A,True,30,rotated_2_1,50,example_object_movement_T209.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,210,6,14,855.8311,858.2866,A,True,30,rotated_2_1,40,example_object_movement_T210.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,211,6,15,858.2866,860.92,A,True,30,rotated_2_1,50,example_object_movement_T211.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,212,6,16,860.92,863.52,A,True,30,rotated_2_1,40,example_object_movement_T212.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,213,6,17,863.52,866.2422,A,True,30,rotated_2_1,50,example_object_movement_T213.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,214,6,18,866.2422,868.7644,A,True,30,rotated_2_1,40,example_object_movement_T214.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,215,6,19,868.7644,871.4421,A,True,30,rotated_2_1,40,example_object_movement_T215.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,216,6,20,871.4421,874.1201,A,True,30,rotated_2_1,50,example_object_movement_T216.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,217,6,21,874.1201,876.609,A,True,30,rotated_2_1,50,example_object_movement_T217.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,218,6,22,876.609,879.1088,A,True,30,rotated_2_1,40,example_object_movement_T218.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,219,6,23,879.1088,881.6092,A,True,30,rotated_2_1,40,example_object_movement_T219.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,220,6,24,881.6092,884.0092,A,True,30,rotated_2_1,50,example_object_movement_T220.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,221,6,25,884.0092,886.8201,A,True,30,rotated_2_1,50,example_object_movement_T221.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,222,6,26,886.8201,889.5869,A,True,30,rotated_2_1,40,example_object_movement_T222.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,223,6,27,889.5869,892.2869,A,True,30,rotated_2_1,40,example_object_movement_T223.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,224,6,28,892.2869,895.0649,A,True,30,rotated_2_1,50,example_object_movement_T224.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,225,6,29,895.0649,897.7426,A,True,30,rotated_2_1,40,example_object_movement_T225.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,226,6,30,897.7426,900.6647,A,True,30,rotated_2_1,50,example_object_movement_T226.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,227,6,31,900.6647,903.2646,A,True,30,rotated_2_1,40,example_object_movement_T227.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,228,6,32,903.2646,906.0093,A,True,30,rotated_2_1,50,example_object_movement_T228.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,229,6,33,906.0093,908.5203,A,True,30,rotated_2_1,50,example_object_movement_T229.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,230,6,34,908.5203,911.1205,A,True,30,rotated_2_1,40,example_object_movement_T230.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,231,6,35,911.1205,913.8204,A,True,30,rotated_2_1,40,example_object_movement_T231.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,232,6,36,913.8204,916.3649,A,True,30,rotated_2_1,50,example_object_movement_T232.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,233,6,37,916.3649,918.6647,A,True,30,rotated_2_1,40,example_object_movement_T233.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,234,6,38,918.6647,921.2427,A,True,30,rotated_2_1,50,example_object_movement_T234.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,235,6,39,921.2427,923.9428,A,True,30,rotated_2_1,50,example_object_movement_T235.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,236,6,40,923.9428,926.3873,A,True,30,rotated_2_1,40,example_object_movement_T236.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,237,6,41,926.3873,928.965,A,True,30,rotated_2_1,50,example_object_movement_T237.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,238,6,42,928.965,931.665,A,True,30,rotated_2_1,40,example_object_movement_T238.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,239,6,43,931.665,934.165,A,True,30,rotated_2_1,40,example_object_movement_T239.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,240,6,44,934.165,936.7207,A,True,30,rotated_2_1,50,example_object_movement_T240.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,241,6,45,936.7207,939.3096,A,True,30,rotated_2_1,40,example_object_movement_T241.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,242,6,46,939.3096,942.543,A,True,30,rotated_2_1,50,example_object_movement_T242.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,243,6,47,942.543,945.1653,A,True,30,rotated_2_1,40,example_object_movement_T243.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,244,6,48,945.1653,947.9652,A,True,30,rotated_2_1,50,example_object_movement_T244.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,245,6,49,947.9652,950.8876,A,True,30,rotated_2_1,40,example_object_movement_T245.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,246,6,50,950.8876,954.5432,A,True,30,rotated_2_1,50,example_object_movement_T246.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,247,6,51,954.5432,957.0211,A,True,30,rotated_2_1,40,example_object_movement_T247.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,248,6,52,957.0211,959.7875,A,True,30,rotated_2_1,50,example_object_movement_T248.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,249,6,53,959.7875,962.7877,A,True,30,rotated_2_1,50,example_object_movement_T249.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,250,6,54,962.7877,965.5654,A,True,30,rotated_2_1,40,example_object_movement_T250.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,251,6,55,965.5654,968.1875,A,True,30,rotated_2_1,40,example_object_movement_T251.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,252,6,56,968.1875,972.5212,A,True,30,rotated_2_1,50,example_object_movement_T252.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,253,6,57,972.5212,975.5101,A,True,30,rotated_2_1,40,example_object_movement_T253.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,254,6,58,975.5101,978.6657,A,True,30,rotated_2_1,50,example_object_movement_T254.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,255,6,59,978.6657,981.2211,A,True,30,rotated_2_1,40,example_object_movement_T255.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,256,6,60,981.2211,983.8878,A,True,30,rotated_2_1,50,example_object_movement_T256.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,257,6,61,983.8878,986.5101,A,True,30,rotated_2_1,50,example_object_movement_T257.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,258,6,62,986.5101,989.0657,A,True,30,rotated_2_1,40,example_object_movement_T258.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,259,6,63,989.0657,991.4214,A,True,30,rotated_2_1,40,example_object_movement_T259.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,260,6,64,991.4214,994.0215,A,True,30,rotated_2_1,50,example_object_movement_T260.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,261,6,65,994.0215,997.3214,A,True,30,rotated_2_1,40,example_object_movement_T261.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,262,6,66,997.3214,999.8436,A,True,30,rotated_2_1,50,example_object_movement_T262.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,263,6,67,999.8436,1002.244,A,True,30,rotated_2_1,50,example_object_movement_T263.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,264,6,68,1002.244,1004.644,A,True,30,rotated_2_1,40,example_object_movement_T264.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,265,6,69,1004.644,1007.122,A,True,30,rotated_2_1,40,example_object_movement_T265.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,266,6,70,1007.122,1010.41,A,True,30,rotated_2_1,50,example_object_movement_T266.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,267,6,71,1010.41,1012.966,A,True,30,rotated_2_1,40,example_object_movement_T267.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,268,6,72,1012.966,1017.488,A,True,30,rotated_2_1,50,example_object_movement_T268.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,269,6,73,1017.488,1020.31,A,True,30,rotated_2_1,40,example_object_movement_T269.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,270,6,74,1020.31,1023.188,A,True,30,rotated_2_1,50,example_object_movement_T270.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,271,6,75,1023.188,1025.866,A,True,30,rotated_2_1,40,example_object_movement_T271.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,272,6,76,1025.866,1028.644,A,True,30,rotated_2_1,50,example_object_movement_T272.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,273,6,77,1028.644,1031.388,A,True,30,rotated_2_1,40,example_object_movement_T273.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,274,6,78,1031.388,1034.222,A,True,30,rotated_2_1,50,example_object_movement_T274.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,275,6,79,1034.222,1037.022,A,True,30,rotated_2_1,40,example_object_movement_T275.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,276,6,80,1037.022,1039.722,A,True,30,rotated_2_1,50,example_object_movement_T276.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,277,6,81,1039.722,1043.11,A,True,30,rotated_2_1,50,example_object_movement_T277.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,278,6,82,1043.11,1045.811,A,True,30,rotated_2_1,40,example_object_movement_T278.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,279,6,83,1045.811,1048.466,A,True,30,rotated_2_1,40,example_object_movement_T279.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,280,6,84,1048.466,1051.166,A,True,30,rotated_2_1,50,example_object_movement_T280.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,281,6,85,1051.166,1053.922,A,True,30,rotated_2_1,40,example_object_movement_T281.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,282,6,86,1053.922,1056.622,A,True,30,rotated_2_1,50,example_object_movement_T282.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,283,6,87,1056.622,1059.144,A,True,30,rotated_2_1,50,example_object_movement_T283.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,284,6,88,1059.144,1061.611,A,True,30,rotated_2_1,40,example_object_movement_T284.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,285,6,89,1061.611,1064.222,A,True,30,rotated_2_1,40,example_object_movement_T285.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,286,6,90,1064.222,1066.989,A,True,30,rotated_2_1,50,example_object_movement_T286.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,287,6,91,1066.989,1069.689,A,True,30,rotated_2_1,40,example_object_movement_T287.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,288,6,92,1069.689,1072.411,A,True,30,rotated_2_1,50,example_object_movement_T288.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,289,6,93,1072.411,1074.911,A,True,30,rotated_2_1,40,example_object_movement_T289.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,290,6,94,1074.911,1077.366,A,True,30,rotated_2_1,50,example_object_movement_T290.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,291,6,95,1077.366,1080.011,A,True,30,rotated_2_1,50,example_object_movement_T291.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,292,6,96,1080.011,1082.6,A,True,30,rotated_2_1,40,example_object_movement_T292.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,293,6,97,1082.6,1085.267,A,True,30,rotated_2_1,50,example_object_movement_T293.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,294,6,98,1085.267,1087.9,A,True,30,rotated_2_1,40,example_object_movement_T294.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,295,6,99,1087.9,1090.466,A,True,30,rotated_2_1,50,example_object_movement_T295.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,296,6,100,1090.466,1093.089,A,True,30,rotated_2_1,40,example_object_movement_T296.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,297,7,1,1093.089,1096.389,A,True,-30,rotated_2_2,50,example_object_movement_T297.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,298,7,2,1096.389,1099.689,A,True,-30,rotated_2_2,40,example_object_movement_T298.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,299,7,3,1099.689,1102.989,A,True,-30,rotated_2_2,50,example_object_movement_T299.csv
A_GLCW_ARCCW/g3rg35ty/S001,A_GLCW_ARCCW,g3rg35ty,1,300,7,4,1102.989,1106.345,A,True,-30,rotated_2_2,40,example_object_movement_T300.csv
