time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
893.6202,0.0016,0.9023,0.1865,350.2167,322.6033,349.2358
893.6313,0.0016,0.9023,0.1865,350.2167,322.6033,349.2358
893.6424,0.0016,0.9022,0.1865,350.1809,322.5513,349.2339
893.6536,0.0016,0.9022,0.1865,350.1809,322.5513,349.2339
893.6647,0.0016,0.9022,0.1864,350.1407,322.5189,349.2609
893.6758,0.0016,0.9022,0.1864,350.1407,322.5189,349.2609
893.6868,0.0017,0.9022,0.1862,350.0924,322.5016,349.3196
893.6982,0.0017,0.9022,0.1862,350.0924,322.5016,349.3196
893.7093,0.0017,0.9022,0.1859,350.0399,322.473,349.4022
893.7203,0.0017,0.9022,0.1857,349.9839,322.4439,349.4394
893.7314,0.0017,0.9022,0.1857,349.9839,322.4439,349.4394
893.7424,0.0018,0.9022,0.1854,349.9225,322.4046,349.4839
893.7535,0.0018,0.9022,0.1854,349.9225,322.4046,349.4839
893.7647,0.0018,0.9022,0.185,349.8325,322.3847,349.59
893.7757,0.0018,0.9022,0.185,349.8325,322.3847,349.59
893.7869,0.0016,0.9022,0.1848,349.8678,322.3719,349.803
893.7979,0.0016,0.9022,0.1848,349.8678,322.3719,349.803
893.8092,0.0014,0.9023,0.1848,349.9748,322.4247,349.9587
893.8203,0.0013,0.9025,0.185,350.0741,322.4726,349.9932
893.8313,0.0013,0.9025,0.185,350.0741,322.4726,349.9932
893.8424,0.0008,0.9028,0.1857,350.3518,322.6378,350.0021
893.8536,0.0008,0.9028,0.1857,350.3518,322.6378,350.0021
893.8647,0.0001,0.9032,0.1866,350.7174,322.8373,350.1317
893.8758,0.0001,0.9032,0.1866,350.7174,322.8373,350.1317
893.8869,-0.0011,0.9035,0.1878,351.14,323.1049,350.43
893.8979,-0.0011,0.9035,0.1878,351.14,323.1049,350.43
893.9092,-0.0029,0.9039,0.1893,351.6924,323.6727,350.9147
893.9201,-0.0041,0.9041,0.1901,351.9763,324.0858,351.2826
893.9312,-0.0041,0.9041,0.1901,351.9763,324.0858,351.2826
893.9425,-0.0071,0.9045,0.1915,352.3851,325.1104,352.5955
893.9534,-0.0071,0.9045,0.1915,352.3851,325.1104,352.5955
893.9646,-0.0107,0.9048,0.1929,352.4584,326.0831,354.4915
893.9758,-0.0107,0.9048,0.1929,352.4584,326.0831,354.4915
893.9869,-0.015,0.905,0.195,352.7383,326.9456,356.1422
893.9979,-0.015,0.905,0.195,352.7383,326.9456,356.1422
894.0093,-0.0199,0.9055,0.1976,353.084,327.6207,357.1268
894.0203,-0.0225,0.9058,0.1992,353.1546,327.8357,357.214
894.0312,-0.0225,0.9058,0.1992,353.1546,327.8357,357.214
894.0423,-0.0281,0.9062,0.2022,353.5028,328.1466,357.4932
894.0536,-0.0281,0.9062,0.2022,353.5028,328.1466,357.4932
894.0647,-0.0342,0.907,0.2052,353.8834,328.6553,358.1907
894.0757,-0.0342,0.907,0.2052,353.8834,328.6553,358.1907
894.0872,-0.0405,0.9083,0.2087,353.7726,329.0972,357.8655
894.0981,-0.0405,0.9083,0.2087,353.7726,329.0972,357.8655
894.1091,-0.0473,0.9091,0.2127,354.3641,329.5797,357.7429
894.1202,-0.0508,0.9094,0.2148,354.7751,329.7965,357.6395
894.1314,-0.0508,0.9094,0.2148,354.7751,329.7965,357.6395
894.1423,-0.0574,0.91,0.2191,355.6197,330.1425,357.1415
894.1538,-0.0574,0.91,0.2191,355.6197,330.1425,357.1415
894.1649,-0.0638,0.9106,0.2235,356.7367,330.4229,356.6497
894.1758,-0.0638,0.9106,0.2235,356.7367,330.4229,356.6497
894.1871,-0.07,0.9111,0.2279,357.7718,330.5341,356.2166
894.1982,-0.07,0.9111,0.2279,357.7718,330.5341,356.2166
894.2093,-0.0762,0.9109,0.232,358.8753,330.6891,356.5525
894.2203,-0.0792,0.9105,0.2339,359.4535,330.8087,356.996
894.2315,-0.0792,0.9105,0.2339,359.4535,330.8087,356.996
894.2424,-0.0851,0.9095,0.2376,0.5325,330.8943,357.5639
894.2535,-0.0851,0.9095,0.2376,0.5325,330.8943,357.5639
894.2648,-0.0902,0.9085,0.2409,1.4642,330.7149,357.1414
894.2758,-0.0902,0.9085,0.2409,1.4642,330.7149,357.1414
894.2869,-0.0948,0.9074,0.2438,2.3073,330.3931,355.9182
894.2982,-0.0948,0.9074,0.2438,2.3073,330.3931,355.9182
894.3092,-0.0995,0.9057,0.246,3.1541,330.1172,355.4689
894.3204,-0.1018,0.9047,0.2469,3.372,330.073,355.6421
894.3315,-0.1018,0.9047,0.2469,3.372,330.073,355.6421
894.3425,-0.1059,0.9029,0.2483,3.5437,330.4172,355.9647
894.3536,-0.1059,0.9029,0.2483,3.5437,330.4172,355.9647
894.3647,-0.1092,0.9014,0.2494,3.7727,330.7411,356.0443
894.3759,-0.1092,0.9014,0.2494,3.7727,330.7411,356.0443
894.3871,-0.112,0.9001,0.2501,4.0302,330.8289,356.1346
894.398,-0.112,0.9001,0.2501,4.0302,330.8289,356.1346
894.409,-0.1142,0.899,0.2503,4.3251,330.7215,355.9396
894.4205,-0.115,0.8987,0.2502,4.4768,330.553,355.7766
894.4312,-0.115,0.8987,0.2502,4.4768,330.553,355.7766
894.4426,-0.116,0.8983,0.2498,4.648,330.263,355.4927
894.4538,-0.116,0.8983,0.2498,4.648,330.263,355.4927
894.4647,-0.1164,0.8985,0.2491,4.5919,330.2354,355.2166
894.476,-0.1164,0.8985,0.2491,4.5919,330.2354,355.2166
894.4869,-0.1164,0.8989,0.2479,4.4179,330.1706,355.1954
894.4981,-0.1164,0.8989,0.2479,4.4179,330.1706,355.1954
894.5092,-0.1164,0.8994,0.2466,4.1644,329.8487,355.3557
894.5203,-0.1162,0.8996,0.246,4.0865,329.5906,355.3924
894.5313,-0.1162,0.8996,0.246,4.0865,329.5906,355.3924
894.5425,-0.116,0.8997,0.2451,4.2467,329.234,355.4065
894.5536,-0.116,0.8997,0.2451,4.2467,329.234,355.4065
894.5646,-0.1155,0.8998,0.2446,4.4363,329.0902,355.1343
894.5757,-0.1155,0.8998,0.2446,4.4363,329.0902,355.1343
894.587,-0.115,0.9,0.2442,4.4365,329.1275,354.8736
894.598,-0.115,0.9,0.2442,4.4365,329.1275,354.8736
894.6093,-0.1149,0.9,0.244,4.3425,329.0947,355.0142
894.6202,-0.1146,0.9,0.2439,4.3007,329.0387,355.1334
894.6315,-0.1146,0.9,0.2439,4.3007,329.0387,355.1334
894.6424,-0.1144,0.9,0.2441,4.3066,329.1033,355.0426
894.6535,-0.1144,0.9,0.2441,4.3066,329.1033,355.0426
894.6646,-0.1137,0.9,0.2444,4.3222,329.09,354.7367
894.6758,-0.1137,0.9,0.2444,4.3222,329.09,354.7367
894.6869,-0.1134,0.8999,0.2445,4.3484,329.116,354.6406
894.6981,-0.1134,0.8999,0.2445,4.3484,329.116,354.6406
894.7091,-0.1133,0.8997,0.2445,4.3048,329.0925,354.7768
894.7204,-0.1131,0.8995,0.2446,4.3124,329.114,354.8478
894.7313,-0.1131,0.8995,0.2446,4.3124,329.114,354.8478
894.7426,-0.1126,0.8988,0.2449,4.5522,329.2434,354.8076
894.7536,-0.1126,0.8988,0.2449,4.5522,329.2434,354.8076
894.7647,-0.1123,0.8983,0.2449,4.7193,329.2302,354.6501
894.7759,-0.1123,0.8983,0.2449,4.7193,329.2302,354.6501
894.7871,-0.1122,0.8983,0.2447,4.6792,329.1875,354.6216
894.798,-0.1122,0.8983,0.2447,4.6792,329.1875,354.6216
894.8091,-0.112,0.8982,0.2445,4.6562,329.1224,354.6354
894.8202,-0.1119,0.8981,0.2444,4.6673,329.0866,354.6522
894.8315,-0.1119,0.8981,0.2444,4.6673,329.0866,354.6522
894.8425,-0.1118,0.898,0.2441,4.6897,328.9528,354.5836
894.8535,-0.1118,0.898,0.2441,4.6897,328.9528,354.5836
894.8647,-0.1117,0.8984,0.2438,4.614,328.8463,354.1978
894.8759,-0.1117,0.8984,0.2438,4.614,328.8463,354.1978
894.887,-0.112,0.8989,0.2434,4.4085,328.651,354.0987
894.8981,-0.112,0.8989,0.2434,4.4085,328.651,354.0987
894.9091,-0.1125,0.8992,0.243,4.2381,328.4996,354.3155
894.9203,-0.1127,0.8993,0.2429,4.2122,328.4505,354.4694
894.9314,-0.1127,0.8993,0.2429,4.2122,328.4505,354.4694
894.9427,-0.1131,0.8995,0.2427,4.2299,328.4293,354.6117
894.9537,-0.1131,0.8995,0.2427,4.2299,328.4293,354.6117
894.9647,-0.1132,0.8996,0.2427,4.2269,328.4201,354.4983
894.9758,-0.1132,0.8996,0.2427,4.2269,328.4201,354.4983
894.9868,-0.1137,0.8999,0.2422,4.228,328.1306,354.3333
894.9982,-0.1137,0.8999,0.2422,4.228,328.1306,354.3333
895.0091,-0.114,0.8999,0.2418,4.196,327.9462,354.4096
895.0204,-0.1141,0.8999,0.2417,4.1328,327.9096,354.5191
895.0313,-0.1141,0.8999,0.2417,4.1328,327.9096,354.5191
895.0426,-0.1141,0.8999,0.2416,4.092,327.9551,354.5748
895.0536,-0.1141,0.8999,0.2416,4.092,327.9551,354.5748
